propertyId,propertyType,salePrice,area,areac,rooms,bathrooms,garages,city,zone,neighborhood,commonNeighborhood,adminPrice,companyName,propertyState,coordinates,link,builtTime,stratum,Extraction Date
10310-M5233910,"{'id': '2', 'nombre': 'Casa'}",786000000,123,123,3,3,1,"{'id': '4448', 'nombre': 'Girardota'}",,AURELIO MEJAA,Llano Azul,450000.0,VIVENORTE PROPIEDAD RAIZ,Usado,"{'lon': -75.44216, 'lat': 6.3782}",https://www.metrocuadrado.com/inmueble/venta-casa-girardota-aurelio-mejaa-3-habitaciones-3-banos-1-garajes/10310-M5233910,Entre 5 y 10 años,4,2025-06-18
16760-M4958014,"{'id': '2', 'nombre': 'Casa'}",800000000,114,114,3,3,2,"{'id': '4448', 'nombre': 'Girardota'}",,CENTRO,Girardota,320000.0,MYE PROPIEDADES,Usado,"{'lon': -75.445564, 'lat': 6.3774242}",https://www.metrocuadrado.com/inmueble/venta-casa-girardota-centro-3-habitaciones-3-banos-2-garajes/16760-M4958014,Entre 0 y 5 años,3,2025-06-18
16420-M5500257,"{'id': '2', 'nombre': 'Casa'}",1650000000,190,360,4,4,4,"{'id': '4448', 'nombre': 'Girardota'}",,A S D ,San Diego 1,,ZONIKA INMOBILIARIA,Usado,"{'lon': -75.452, 'lat': 6.368717}",https://www.metrocuadrado.com/inmueble/venta-casa-girardota-a.s.d.-4-habitaciones-4-banos-4-garajes/16420-M5500257,Entre 5 y 10 años,3,2025-06-18
