link,code,Precio,Baños,Área,Habitaciones,Garajes,Closets,Municipio,Barrio,Extraction Date
https://www.lalonjapropiedadraiz.com/inmueble/6692/Venta/,6692,"$175,000,000",2,64m,3,0,2,Bello,Rosario,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10565/Venta/,10565,"$215,000,000",2,54m,2,0,2,Bello,Mirador,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10293/Venta/,10293,"$215,000,000",2,61m,3,1,3,Bello,Trapiche,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10741/Venta/,10741,"$240,000,000",2,62m,3,0,1,Medellín,Buenos Aires,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/9484/Venta/,9484,"$250,000,000",2,64m,3,1,3,Bello,Machado,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10730/Venta/,10730,"$250,000,000",2,56m,3,0,3,Bello,Trapiche,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10729/Venta/,10729,"$250,000,000",2,56m,3,0,3,Bello,Trapiche,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/6835/Venta/,6835,"$255,000,000",2,62m,3,1,3,Bello,Niquia,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10706/Venta/,10706,"$260,000,000",2,52m,3,0,2,Bello,Santana,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/9473/Venta/,9473,"$270,000,000",1,72m,3,0,2,Bello,Obrero,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10205/Venta/,10205,"$280,000,000",1,66m,3,0,3,Medellín,Manrique,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/6370/Venta/,6370,"$290,000,000",2,63m,3,1,3,Bello,Navarra,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10500/Venta/,10500,"$300,000,000",2,44m,2,1,0,Medellín,Boston,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10226/Venta/,10226,"$320,000,000",1,69m,3,0,3,Medellín,Boston,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/8787/Venta/,8787,"$335,000,000",3,155m,3,0,0,Medellín,Boston,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10113/Venta/,10113,"$345,000,000",2,62m,2,1,2,Itagüí,Ditaires,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10740/Venta/,10740,"$365,000,000",3,65m,3,0,3,Bello,Santa Ana,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/9286/Venta/,9286,"$380,000,000",2,78m,3,1,3,Bello,Obrero,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10104/Venta/,10104,"$400,000,000",2,58m,2,1,2,Bello,Santa Ana,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/9999/Venta/,9999,"$440,000,000",2,80m,3,0,3,Envigado,Los Naranjos,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10163/Venta/,10163,"$495,000,000",3,139m,4,2,3,Bello,Cabañas,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10708/Venta/,10708,"$500,000,000",2,111m,3,1,3,Sabaneta,Sabaneta,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/9807/Venta/,9807,"$540,000,000",3,140m,4,1,4,Medellín,Laureles,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10795/Venta/,10795,"$575,000,000",2,86m,3,1,3,Medellín,Guayabal,2025-09-29
https://www.lalonjapropiedadraiz.com/inmueble/10134/Venta/,10134,"$635,000,000",2,92m,3,1,3,Bello,Amazonia,2025-09-29
