Closets,adminPrice,area,areac,bathrooms,city,commonNeighborhood,companyName,coordinates,garages,link,neighborhood,propertyId,propertyState,propertyType,rooms,salePrice,stratum,zone,First Extraction Date,Last Extraction Date,builtTime_min_year,builtTime_max_year
,,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Girardota,INMOBILIARIA GOMEZ Y ASOCIADOS S.A.S.,"{'lon': -75.44919, 'lat': 6.37043}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-a.s.d.-1-habitaciones-1-banos-1-garajes/19259-M5617207,A S D ,19259-M5617207,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,225000000.0,3,,2025-04-03,2026-03-30,2026,2021
,139300.0,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Alcazares,RED Real Estate Digital,"{'lon': -75.45017, 'lat': 6.3701844}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-a.s.d.-1-habitaciones-1-banos-1-garajes/9947-M5651405,A S D ,9947-M5651405,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,225000000.0,4,,2025-03-29,2025-04-21,2020,2015
,,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Otros,RED Real Estate Digital,"{'lon': -75.45017, 'lat': 6.3701844}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-a.s.d.-1-habitaciones-1-banos-1-garajes/9947-M5628323,A S D ,9947-M5628323,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,225000000.0,4,,2025-03-07,2025-04-21,2020,2015
,,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Girardota,MAXIBIENES SAS,"{'lon': -75.45067, 'lat': 6.36977}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-a.s.d.-1-habitaciones-1-banos-1-garajes/11166-M5445283,A S D ,11166-M5445283,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,230000000.0,3,,2025-01-09,2025-07-10,2025,2020
,,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Girardota,MAXIBIENES SAS,"{'lon': -75.45067, 'lat': 6.36977}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-a.s.d.-1-habitaciones-1-banos-1-garajes/11166-M5282558,A S D ,11166-M5282558,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,210000000.0,4,,2025-01-09,2025-07-10,2025,2020
,,57.0,57.0,1,"{'id': '4414', 'nombre': 'Barbosa'}",Barbosa,MAXIBIENES SAS,"{'lon': -75.33182, 'lat': 6.43795}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-barbosa-santa-monica-1-habitaciones-1-banos/11166-M5463965,SANTA MÓNICA,11166-M5463965,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,150000000.0,3,,2025-02-11,2025-04-30,2025,2020
,,38.0,38.0,1,"{'id': '4456', 'nombre': 'Itagui'}",ITAGÜÍ  SAN GABRIEL,INMOBILIAREA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-itagui-san-gabriel-1-habitaciones-1-banos/12792-M4500756,ITAGÜÍ  SAN GABRIEL,12792-M4500756,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,450000000.0,2,,2025-01-09,2026-04-23,2026,2021
,330000.0,67.0,67.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,AGENCIA INMOBILIARIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-na-1-habitaciones-2-banos-1-garajes/20033-M5778096,,20033-M5778096,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,547000000.0,3,,2025-08-02,2026-04-23,2021,2016
,330000.0,67.0,67.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,HOMES INMOBILIARIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-na-1-habitaciones-2-banos-1-garajes/19797-M5703124,,19797-M5703124,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,510475000.0,3,,2025-08-02,2026-04-23,2021,2016
,435000.0,60.0,60.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,PADS,"{'lon': -75.634285, 'lat': 6.163406}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-ditaires-1-habitaciones-2-banos-1-garajes/847-M5667942,DITAIRES,847-M5667942,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,435000000.0,4,,2025-04-27,2026-01-13,2026,2021
,,46.0,46.0,1,"{'id': '4456', 'nombre': 'Itagui'}",Santa Maria,COMERCIAL INMOBILIARIA,"{'lon': -75.59425, 'lat': 6.1869016}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-itagui-santa-maria-no.-3-1-habitaciones-1-banos/17166-M5579114,SANTA MARIA NO  3,17166-M5579114,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,230000000.0,3,,2025-02-12,2026-02-12,2026,2021
,,66.0,66.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,CONALTURA INMOBILIARIA,"{'lon': -75.63932, 'lat': 6.16287}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-suramerica-1-habitaciones-2-banos-1-garajes/5606-M5428875,SURAMERICA,5606-M5428875,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,435000000.0,4,,2025-11-13,2026-01-08,2026,2021
,380000.0,60.0,60.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,ACRECER SAS,"{'lon': -75.6188, 'lat': 6.168291}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-suramerica-1-habitaciones-2-banos/2214-M5408926,SURAMERICA,2214-M5408926,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,450000000.0,4,,2025-07-25,2026-03-19,2026,2021
,401300.0,60.0,60.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,INMOBILIARIA MATTIS,"{'lon': -75.62183, 'lat': 6.16691}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-las-margaritas-1-habitaciones-2-banos-1-garajes/3267-M5775716,LAS MARGARITAS,3267-M5775716,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,425000000.0,4,,2025-05-31,2026-04-23,2026,2021
,,47.0,47.0,1,"{'id': '4456', 'nombre': 'Itagui'}",Santa Maria,COMERCIAL INMOBILIARIA,"{'lon': -75.59425, 'lat': 6.1869016}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-itagui-santa-maria-no.-3-1-habitaciones-1-banos/17166-M5579169,SANTA MARIA NO  3,17166-M5579169,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,235000000.0,3,,2025-02-12,2026-02-12,2026,2021
,,60.0,60.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,CONALTURA INMOBILIARIA,,,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-santa-catalina-1-habitaciones-2-banos-1-garajes/5606-M5371613,SANTA CATALINA,5606-M5371613,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,430000000.0,4,,2025-01-09,2026-01-13,2026,2021
,,67.0,67.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,COMERCIAL INMOBILIARIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-na-1-habitaciones-2-banos-1-garajes/17166-M6160842,,17166-M6160842,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,600000000.0,4,,2025-11-21,2026-01-10,2026,2021
,,57.0,57.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,PANDA FINCA RAIZ BY ARRENDAMIENTOS DEL SUR,"{'lon': -75.60932, 'lat': 6.1724353}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-itagui-suramerica-1-habitaciones-2-banos-1-garajes/98-M5608387,SURAMERICA,98-M5608387,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,525475000.0,4,,2025-09-03,2026-04-15,2026,2021
,351051.0,67.0,67.0,1,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,RENT HOME GROUP,"{'lon': -75.630646, 'lat': 6.161068}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-santa-catalina-1-habitaciones-1-banos/17136-M6049941,SANTA CATALINA,17136-M6049941,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,530000000.0,4,,2025-09-19,2026-04-23,2026,2021
,224505.0,68.0,68.0,1,"{'id': '4456', 'nombre': 'Itagui'}",Alicate,RENT HOME GROUP,"{'lon': -75.60323, 'lat': 6.1893773}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-zona-rural-1-habitaciones-1-banos/17136-M5862546,ZONA RURAL,17136-M5862546,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,350000000.0,4,,2025-10-04,2026-04-23,2016,2006
,,69.0,69.0,1,"{'id': '4456', 'nombre': 'Itagui'}",Suramerica,RENT HOME GROUP,"{'lon': -75.63605, 'lat': 6.164471}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-ditaires-1-habitaciones-1-banos/17136-M6039975,DITAIRES,17136-M6039975,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,470000000.0,4,,2025-09-10,2026-04-23,2016,2006
,144537.0,47.0,47.0,1,"{'id': '4438', 'nombre': 'Copacabana'}",La Maria,Administración u0026 Desarrollo,"{'lon': -75.4989, 'lat': 6.3549485}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-copacabana-la-maria-1-habitaciones-1-banos/20542-M6010147,LA MARIA,20542-M6010147,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,225000000.0,4,,2025-08-25,2026-04-23,2021,2016
,,64.0,64.0,2,"{'id': '4438', 'nombre': 'Copacabana'}",Copacabana,ACRECER SAS,"{'lon': -75.50508, 'lat': 6.357621}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-copacabana-copacabana-1-habitaciones-2-banos/2214-M5759445,COPACABANA,2214-M5759445,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,380000000.0,3,,2025-07-23,2026-04-23,2026,2021
,,92.0,92.0,2,"{'id': '4438', 'nombre': 'Copacabana'}",El Pedregal,Coninsa Inmobiliaria,"{'lon': -75.51684, 'lat': 6.342879}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-copacabana-el-pedregal-1-habitaciones-2-banos-4-garajes/13957-M5590566,EL PEDREGAL,13957-M5590566,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,415000000.0,3,,2025-09-16,2025-10-22,2015,2005
,,64.0,64.0,2,"{'id': '4438', 'nombre': 'Copacabana'}",Copacabana,CENTURY 21 RADIAL,"{'lon': -75.49494, 'lat': 6.3560057}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-copacabana-san-juan-de-la-tasajera-1-habitaciones-2-banos-1-garajes/11704-M5253265,SAN JUAN DE LA TASAJERA,11704-M5253265,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,352300000.0,4,,2025-05-28,2025-10-21,2025,2020
1,,55.0,,1,"{'id': '', 'nombre': 'Bello'}",Bellanita,,,0,https://www.lalonjapropiedadraiz.com/inmueble/9074/Venta/,,9074,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-02-26,,
2,,57.0,,1,"{'id': '', 'nombre': 'Bello'}",Machado,,,0,https://www.lalonjapropiedadraiz.com/inmueble/7133/Venta/,,7133,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2025-09-02,,
2,,64.0,,1,"{'id': '', 'nombre': 'Bello'}",Rosario,,,0,https://www.lalonjapropiedadraiz.com/inmueble/6692/Venta/,,6692,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-07-02,,
3,,55.0,,2,"{'id': '', 'nombre': 'Bello'}",Trapiche,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10042/Venta/,,10042,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-03-31,,
2,,56.0,,1,"{'id': '', 'nombre': 'Bello'}",Gran Avenida,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10124/Venta/,,10124,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-08-27,,
2,,53.0,,1,"{'id': '', 'nombre': 'Bello'}",Gran Avenida,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10125/Venta/,,10125,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-03-25,,
2,,46.0,,1,"{'id': '', 'nombre': 'Bello'}",Cabañas,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9899/Venta/,,9899,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2025-09-25,,
1,,81.0,,2,"{'id': '', 'nombre': 'Bello'}",Salento,,,1,https://www.lalonjapropiedadraiz.com/inmueble/6119/Venta/,,6119,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-09,2025-02-11,,
2,,51.0,,2,"{'id': '', 'nombre': 'Copacabana'}",Machado,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10058/Venta/,,10058,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2025-09-22,,
3,,61.0,,2,"{'id': '', 'nombre': 'Bello'}",Trapiche,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10293/Venta/,,10293,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-10-28,,
1,,68.0,,2,"{'id': '', 'nombre': 'Bello'}",Manchester,,,0,https://www.lalonjapropiedadraiz.com/inmueble/9688/Venta/,,9688,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-05-28,,
0,,62.0,,2,"{'id': '', 'nombre': 'Bello'}",Trapiche,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9927/Venta/,,9927,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-05-27,,
3,,64.0,,2,"{'id': '', 'nombre': 'Bello'}",Machado,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9484/Venta/,,9484,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2026-02-02,,
3,,56.0,,2,"{'id': '', 'nombre': 'Bello'}",Santa Ana,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9755/Venta/,,9755,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-03-06,,
2,,67.0,,2,"{'id': '', 'nombre': 'Medellín'}",Robledo,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9961/Venta/,,9961,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-01-02,2025-02-19,,
2,,85.0,,1,"{'id': '', 'nombre': 'Medellín'}",Bombona,,,0,https://www.lalonjapropiedadraiz.com/inmueble/9678/Venta/,,9678,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-06-16,,
2,,77.0,,2,"{'id': '', 'nombre': 'Medellín'}",La America,,,0,https://www.lalonjapropiedadraiz.com/inmueble/9749/Venta/,,9749,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2025-05-27,,
3,,63.0,,2,"{'id': '', 'nombre': 'Bello'}",Navarra,,,1,https://www.lalonjapropiedadraiz.com/inmueble/6370/Venta/,,6370,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2026-04-23,,
4,,98.0,,2,"{'id': '', 'nombre': 'Bello'}",Cabañas,,,1,https://www.lalonjapropiedadraiz.com/inmueble/7522/Venta/,,7522,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-01-02,2025-04-16,,
3,,55.0,,1,"{'id': '', 'nombre': 'Medellín'}",Boston,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10226/Venta/,,10226,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-06-16,,
2,,102.0,,2,"{'id': '', 'nombre': 'Bello'}",Gran Avenida,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9632/Venta/,,9632,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-01-02,2025-06-12,,
2,,51.0,,2,"{'id': '', 'nombre': 'Sabaneta'}",Calle Larga,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10229/Venta/,,10229,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2025-05-27,,
0,,155.0,,3,"{'id': '', 'nombre': 'Medellín'}",Boston,,,0,https://www.lalonjapropiedadraiz.com/inmueble/8787/Venta/,,8787,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2026-04-23,,
2,,62.0,,2,"{'id': '', 'nombre': 'Itagüí'}",Ditaires,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10113/Venta/,,10113,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2026-04-23,,
0,,44.0,,2,"{'id': '', 'nombre': 'Medellín'}",Boston,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10500/Venta/,,10500,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-14,2025-11-20,,
3,,174.0,,3,"{'id': '', 'nombre': 'Medellín'}",Francisco Antonio Zea,,,0,https://www.lalonjapropiedadraiz.com/inmueble/7358/Venta/,,7358,,"{'id': '1', 'nombre': 'Apartamento'}",5,,,,2025-01-02,2025-08-11,,
3,,78.0,,2,"{'id': '', 'nombre': 'Bello'}",Obrero,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9286/Venta/,,9286,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2026-01-24,,
2,,58.0,,2,"{'id': '', 'nombre': 'Bello'}",Santa Ana,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10104/Venta/,,10104,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2026-02-19,,
3,,108.0,,2,"{'id': '', 'nombre': 'Bello'}",Prado,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10371/Venta/,,10371,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-09-25,,
2,,71.0,,2,"{'id': '', 'nombre': 'Bello'}",Niquia,,,1,https://www.lalonjapropiedadraiz.com/inmueble/6953/Venta/,,6953,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-01-02,2025-05-28,,
3,,108.0,,2,"{'id': '', 'nombre': 'Bello'}",Prado,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10372/Venta/,,10372,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-09-25,,
3,,139.0,,3,"{'id': '', 'nombre': 'Bello'}",Cabañas,,,2,https://www.lalonjapropiedadraiz.com/inmueble/10163/Venta/,,10163,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-01-02,2026-04-23,,
4,,104.0,,3,"{'id': '', 'nombre': 'Medellín'}",Laureles,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9807/Venta/,,9807,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-01-02,2025-06-17,,
4,,101.0,,3,"{'id': '', 'nombre': 'Medellín'}",Belen Rosales,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10339/Venta/,,10339,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-01-02,2025-06-18,,
3,,92.0,,2,"{'id': '', 'nombre': 'Bello'}",Amazonia,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10134/Venta/,,10134,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2026-02-19,,
3,,115.0,,2,"{'id': '', 'nombre': 'Medellín'}",San Diego,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10093/Venta/,,10093,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-06-11,,
3,,100.0,,2,"{'id': '', 'nombre': 'Envigado'}",Cumbres,,,2,https://www.lalonjapropiedadraiz.com/inmueble/9872/Venta/,,9872,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-05-27,,
1,,147.0,,3,"{'id': '', 'nombre': 'Sabaneta'}",Las Lomitas,,,2,https://www.lalonjapropiedadraiz.com/inmueble/9773/Venta/,,9773,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-01-02,2025-05-27,,
5,,180.0,,5,"{'id': '', 'nombre': 'Medellín'}",Laureles,,,2,https://www.lalonjapropiedadraiz.com/inmueble/10165/Venta/,,10165,,"{'id': '1', 'nombre': 'Apartamento'}",5,,,,2025-01-02,2025-05-28,,
,,48.67,48.67,1,"{'id': '4483', 'nombre': 'Sabaneta'}",La Doctora,CBIENES CLAUDIA BOTERO,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-entre-amigos-1-habitaciones-1-banos-1-garajes/13794-M5512156,ENTRE AMIGOS,13794-M5512156,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,370000000.0,4,,2025-01-09,2025-03-13,2025,2020
,90000.0,36.0,36.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Aves Maria,CONEXINM,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-urbanizacion-gorrion-1-habitaciones-1-banos/16825-M4863265,URBANIZACION GORRION,16825-M4863265,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,235000000.0,4,,2025-01-09,2025-03-04,2025,2020
,320000.0,57.0,57.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",San Remo, D Habitat gestiones inmobiliarias,"{'lon': -75.62131, 'lat': 6.1416664}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-tres-esquinas-1-habitaciones-2-banos-1-garajes/18755-M5539017,TRES ESQUINAS,18755-M5539017,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,425000000.0,4,,2025-01-21,2025-02-07,2025,2020
,185000.0,48.0,48.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Mayorca,JUANA PATRICIA MONSALVE VILLA,"{'lon': -75.6053, 'lat': 6.1593156}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-virgen-del-carmen-1-habitaciones-1-banos-1-garajes/16061-M5423269,VIRGEN DEL CARMEN,16061-M5423269,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,315000000.0,3,"{'id': '102', 'nombre': 'Otros'}",2025-01-21,2025-07-07,2025,2020
,,48.3,48.3,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Tres Esquinas,VIVA INMOBILIARIA,"{'lon': -75.61703, 'lat': 6.150577}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-entre-amigos-1-habitaciones-2-banos-1-garajes/16974-M5088417,ENTRE AMIGOS,16974-M5088417,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,345000000.0,4,,2025-01-21,2025-06-15,2025,2020
,220000.0,51.6,36.6,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Calle Larga,CUADRA POR CUADRA S.A.S,"{'lon': -75.62138, 'lat': 6.15284}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-calle-larga-1-habitaciones-2-banos-1-garajes/10710-M4976421,CALLE LARGA,10710-M4976421,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,275000000.0,4,,2025-01-09,2025-03-10,2025,2020
,,38.15,38.15,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Maria Auxiliadora,JUANA PATRICIA MONSALVE VILLA,,,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-maria-auxiliadora-1-habitaciones-1-banos/16061-M4801241,MARIA AUXILIADORA,16061-M4801241,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,320000000.0,3,,2025-01-09,2025-05-20,2025,2020
,260000.0,48.53,48.53,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,MAKLER INMOBILIARIOS,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-2-banos-1-garajes/17170-M5171439,,17170-M5171439,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,355000000.0,4,,2025-01-09,2025-06-02,2025,2020
,140000.0,31.0,31.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,RED Real Estate Digital,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-na-1-habitaciones-1-banos-1-garajes/9947-M5427160,,9947-M5427160,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,245000000.0,3,,2025-01-19,2025-04-03,2020,2015
,265000.0,48.68,48.68,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Tres Esquinas,VIVA INMOBILIARIA,,,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-tres-esquinas-1-habitaciones-2-banos-1-garajes/16974-M4895800,TRES ESQUINAS,16974-M4895800,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,366000000.0,4,,2025-01-11,2025-04-28,2020,2015
,250000.0,61.0,61.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Mayorca,RHB RAÍZ,"{'lon': -75.60346, 'lat': 6.159225}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-las-casitas-1-habitaciones-1-banos-1-garajes/11469-M5208394,LAS CASITAS,11469-M5208394,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,512000000.0,5,,2025-01-21,2025-02-02,2025,2020
,300000.0,53.03,53.03,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Aves Marias,CBIENES CLAUDIA BOTERO,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-entre-amigos-1-habitaciones-2-banos-1-garajes/13794-M5383138,ENTRE AMIGOS,13794-M5383138,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,500000000.0,5,,2025-01-21,2025-05-14,2025,2020
,,31.0,31.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,VIVA INMOBILIARIA,,,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-1-banos-1-garajes/16974-M5087476,,16974-M5087476,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,179000000.0,3,,2025-01-11,2025-04-27,2025,2020
,290000.0,60.0,60.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Aves Maria,RED Real Estate Digital,"{'lon': -75.6151, 'lat': 6.1492143}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-betania-1-habitaciones-2-banos-1-garajes/9947-M5298303,BETANIA,9947-M5298303,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,367000000.0,4,,2025-01-09,2025-02-06,2020,2015
,280000.0,64.0,64.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Mayorca,RHB RAÍZ,"{'lon': -75.60346, 'lat': 6.159225}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-las-casitas-1-habitaciones-2-banos-2-garajes/11469-M5208402,LAS CASITAS,11469-M5208402,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,537000000.0,5,,2025-01-21,2025-03-13,2025,2020
