Closets,adminPrice,area,areac,bathrooms,city,commonNeighborhood,companyName,coordinates,garages,link,neighborhood,propertyId,propertyState,propertyType,rooms,salePrice,stratum,zone,First Extraction Date,Last Extraction Date,builtTime_min_year,builtTime_max_year
780000000,"{'id': '9', 'nombre': 'Manizales'}",100.0,SAN MARCEL,SAN MARCEL,"{'id': '', 'nombre': '2'}","{'lon': -75.46914, 'lat': 5.035273}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-san-marcel-4-habitaciones-2-banos-2-garajes/17994-M6167212,Entre 10 y 20 años,142.0,2026-05-18,,,,,4,,,,192,192,,
670000000,"{'id': '9', 'nombre': 'Manizales'}",102.0,EL CAMPIN,EL CAMPIN,"{'id': '', 'nombre': '3'}","{'lon': -75.50214, 'lat': 5.060531}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-el-campin-5-habitaciones-3-banos-1-garajes/17548-M6557241,Más de 20 años,162.0,2026-05-18,,,,,5,,,,162,162,,
2792000000,"{'id': '9', 'nombre': 'Manizales'}",100.0,CN EL RINCON DEL TREBOL,EL TREBOL,"{'id': '', 'nombre': '4'}","{'lon': -75.47884, 'lat': 5.039283}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-cn-el-rincon-del-trebol-5-habitaciones-4-banos-2-garajes/17141-M6472815,Entre 10 y 20 años,349.0,2026-05-18,,,,,5,,,,370,370,,
690000000,"{'id': '9', 'nombre': 'Manizales'}",102.0,LA RAMBLA,LA RAMBLA,"{'id': '', 'nombre': '3'}","{'lon': -75.48598, 'lat': 5.0589705}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-la-rambla-4-habitaciones-3-banos-1-garajes/17548-M6586130,Más de 20 años,130.0,2026-05-18,,,,,4,,,,130,130,,
430000000,"{'id': '9', 'nombre': 'Manizales'}",102.0,VILLA CAFE LA CAROLA,VILLA CAFE LA CAROLA,"{'id': '', 'nombre': '4'}","{'lon': -75.485214, 'lat': 5.0682244}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-villa-cafe-la-carola-4-habitaciones-4-banos-2-garajes/17548-M5989191,Entre 10 y 20 años,132.0,2026-05-18,,,,,4,,,,132,132,,
550000000,"{'id': '9', 'nombre': 'Manizales'}",100.0,SAN MARCEL,SAN MARCEL,"{'id': '', 'nombre': '3'}","{'lon': -75.46914, 'lat': 5.035273}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-san-marcel-4-habitaciones-3-banos-1-garajes/17994-M6117117,Entre 10 y 20 años,135.0,2026-05-18,,,,,4,,,,135,135,,
1850000000,"{'id': '4720', 'nombre': 'Villamaria'}",102.0,LA FLORIDA,La Florida,"{'id': '', 'nombre': '3'}","{'lon': -75.48427, 'lat': 5.030568}",https://www.metrocuadrado.com/inmueble/venta-casa-villamaria-la-florida-3-habitaciones-3-banos-3-garajes/17994-M6112963,Entre 5 y 10 años,200.0,2026-05-18,,,,,3,,,,200,200,,
530000000,"{'id': '9', 'nombre': 'Manizales'}",100.0,LA FRANCIA,LA FRANCIA,"{'id': '', 'nombre': '4'}","{'lon': -75.53084, 'lat': 5.070765}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-la-francia-5-habitaciones-4-banos-2-garajes/17548-M5660550,Más de 20 años,207.0,2026-05-18,,,,,5,,,,207,207,,
450000000,"{'id': '9', 'nombre': 'Manizales'}",99.0,ALTOS DEL CAPRI,ALTOS DE CAPRI,"{'id': '', 'nombre': '3'}","{'lon': -75.500496, 'lat': 5.0786467}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-altos-del-capri-3-habitaciones-3-banos-1-garajes/17548-M5783110,Entre 5 y 10 años,100.0,2026-05-18,,,,,3,,,,100,100,,
780000000,"{'id': '9', 'nombre': 'Manizales'}",100.0,EL BOSQUE,EL BOSQUE,"{'id': '', 'nombre': '4'}","{'lon': -75.52337, 'lat': 5.0642347}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-el-bosque-5-habitaciones-4-banos/17548-M5760164,Más de 20 años,474.0,2026-05-18,,,,,5,,,,474,474,,
1770000000,"{'id': '9', 'nombre': 'Manizales'}",,LA FLORIDA,La Florida,"{'id': '', 'nombre': '3'}","{'lon': -75.488945, 'lat': 5.0375733}",https://www.metrocuadrado.com/inmueble/venta-casa-manizales-la-florida-3-habitaciones-3-banos-2-garajes/22157-M6427010,Entre 10 y 20 años,200.0,2026-05-18,,,,,3,,,,200,200,,
800000000,"{'id': '4721', 'nombre': 'Viterbo'}",,VITERBO,Viterbo,"{'id': '', 'nombre': '3'}","{'lon': -75.855286, 'lat': 5.0551796}",https://www.metrocuadrado.com/inmueble/venta-casa-viterbo-viterbo-4-habitaciones-3-banos-4-garajes/21791-M6334018,Más de 20 años,200.0,2026-05-18,,,,,4,,,,200,200,,
250000000,"{'id': '9', 'nombre': 'Manizales'}",,LA ESTRELLA,La Estrella,,"{'lon': -75.4869, 'lat': 5.05819}",https://www.metrocuadrado.com/inmueble/venta-oficina-manizales-la-estrella/21639-M6316972,Entre 5 y 10 años,62,2026-05-22,,,,,,,,,62,62,,
150000000,"{'id': '4416', 'nombre': 'Bello'}",,SC  EL CONSUMO,Niquia,"{'id': '', 'nombre': '1'}","{'lon': -75.54495, 'lat': 6.33984}",https://www.metrocuadrado.com/inmueble/venta-oficina-bello-sc.-el-consumo-1-banos/18055-M5756819,Entre 10 y 20 años,36,2026-05-18,,,,,,,,,36,36,,
150000000,"{'id': '4416', 'nombre': 'Bello'}",,MADERA,Madera,"{'id': '', 'nombre': '0'}","{'lon': -75.5559, 'lat': 6.3154793}",https://www.metrocuadrado.com/inmueble/venta-oficina-bello-madera/17080-M6031245,Entre 0 y 5 años,22,2026-05-18,,,,,,,,,22,22,,
215000000,"{'id': '4416', 'nombre': 'Bello'}",,NIQUIA,Niquia,"{'id': '', 'nombre': '1'}","{'lon': -75.544716, 'lat': 6.338537}",https://www.metrocuadrado.com/inmueble/venta-oficina-bello-niquia-1-banos/12782-M4257173,Entre 10 y 20 años,20,2026-05-18,,,,,,,,,20,20,,
150000000,"{'id': '4416', 'nombre': 'Bello'}",,CENTRO COMERCIAL BEILLIN BELLO,Centro Comercial Beillin Bello,,"{'lon': -75.54696, 'lat': 6.33992}",https://www.metrocuadrado.com/inmueble/venta-oficina-bello-centro-comercial-beillin-bello/10310-M5800438,Entre 5 y 10 años,6,2026-05-18,,,,,,,,,6,6,,
290000000,"{'id': '4416', 'nombre': 'Bello'}",,1.0,Niquia,"{'id': '', 'nombre': '0'}","{'lon': -75.54488, 'lat': 6.339717}",https://www.metrocuadrado.com/inmueble/venta-oficina-bello-zona-comercial-puerta-del-norte-1-y-2/12782-M4475261,Más de 20 años,54,2026-05-18,,,,,,,,,54,54,,
279000000,"{'id': '4416', 'nombre': 'Bello'}",,CENTRO COMERCIAL ESTACION NIQUIA,Centro Comercial Estacion Niquia,"{'id': '', 'nombre': '1'}","{'lon': -75.54239, 'lat': 6.34055}",https://www.metrocuadrado.com/inmueble/venta-oficina-bello-centro-comercial-estacion-niquia-1-banos/10310-M5800485,Entre 5 y 10 años,54,2026-05-18,,,,,,,,,54,54,,
550000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,ANTIGUO COUNTRY,Antiguo Country,,"{'lon': -74.05827, 'lat': 4.66953}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-antiguo-country-2-garajes/15939-M5854769,Más de 20 años,79.2,2026-05-19,,,,,,,,,79.2,79.2,,
270000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",5.0,SAN DIEGO,PARQUE CENTRAL BAVARIA   Centro Internacional,"{'id': '', 'nombre': '2'}","{'lon': -74.07142, 'lat': 4.6148753}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-san-diego-2-banos/MC6538839,Entre 10 y 20 años,40.0,2026-05-19,,,,,,,,,40.0,40.0,,
305000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,CHICO,Chico,"{'id': '', 'nombre': '1'}","{'lon': -74.08224, 'lat': 4.5944695}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-1-banos/22393-M6561065,Entre 0 y 5 años,40.0,2026-05-19,,,,,,,,,40.0,40.0,,
530000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,SANTA BARBARA,Santa Barbara,"{'id': '', 'nombre': '1'}","{'lon': -74.02935, 'lat': 4.7010326}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-santa-barbara-1-banos-1-garajes/22393-M6550969,Entre 5 y 10 años,43.35,2026-05-19,,,,,,,,,43.35,43.35,,
1933750000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,SANTA BARBARA ORIENTAL,SANTA BARBARA ORIENTAL,"{'id': '', 'nombre': '5'}","{'lon': -74.032715, 'lat': 4.7020435}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-santa-barbara-oriental-5-banos-4-garajes/22562-M6599631,Más de 20 años,297.5,2026-05-19,,,,,,,,,297.5,297.5,,
240000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,LAGO GAITAN,LAGO NOGAL,"{'id': '', 'nombre': '1'}","{'lon': -74.0597, 'lat': 4.6665034}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-lago-gaitan-1-banos-1-garajes/17061-M6685927,Entre 10 y 20 años,28.8,2026-05-19,,,,,,,,,28.8,28.8,,
1100000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,CHICO NORTE,Chico Norte,,"{'lon': -74.05074, 'lat': 4.67863}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-norte-3-garajes/15939-M5044845,Más de 20 años,134.0,2026-05-19,,,,,,,,,134.0,134.0,,
268000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,CHICO NORTE,Chico Norte,"{'id': '', 'nombre': '1'}","{'lon': -74.04544, 'lat': 4.69093}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-norte-1-banos/15939-M5715242,Más de 20 años,55.0,2026-05-19,,,,,,,,,55.0,55.0,,
1600000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,CHICO NORTE,CHICO NORTE,"{'id': '', 'nombre': '2'}","{'lon': -74.05275, 'lat': 4.677347}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-norte-2-banos-3-garajes/171-M6637948,Entre 5 y 10 años,151.08,2026-05-19,,,,,,,,,151.08,151.08,,
320000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,CHICO,CHICO   Chicó,"{'id': '', 'nombre': '1'}","{'lon': -74.050766, 'lat': 4.673459}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-1-banos/MC6006744,Más de 20 años,42.0,2026-05-19,,,,,,,,,42.0,42.0,,
1700000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",102.0,,LA PORCIUNCULA,"{'id': '', 'nombre': '5'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-5-banos-3-garajes/11052-M5246169,Entre 10 y 20 años,147.0,2026-05-19,,,,,,,,,147.0,147.0,,
1380000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,NA,Chapinero,"{'id': '', 'nombre': '2'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-na-2-banos/5044-M5839033,Más de 20 años,570.0,2026-05-19,,,,,,,,,570.0,570.0,,
1200000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,BELLA SUIZA,Bella Suiza,"{'id': '', 'nombre': '1'}","{'lon': -74.02929, 'lat': 4.7035832}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-bella-suiza-1-banos-2-garajes/2266-M5420250,Entre 5 y 10 años,103.0,2026-05-19,,,,,,,,,103.0,103.0,,
1500000000,"{'id': '4414', 'nombre': 'Barbosa'}",,NA,Barbosa,"{'id': '', 'nombre': '0'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-barbosa-na/11469-M6317774,Entre 0 y 5 años,23363,2026-05-19,,,,,,,,,23363,23363,,
1400000000,"{'id': '4444', 'nombre': 'Envigado'}",,ENVIGADO,ENVIGADO,"{'id': '', 'nombre': '4'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-envigado-4-banos-4-garajes/687-M4418989,Más de 20 años,300,2026-05-22,,,,,,,,,300,300,,
700000000,"{'id': '4444', 'nombre': 'Envigado'}",,NA,Alto De Palmas,"{'id': '', 'nombre': '1'}","{'lon': -75.53308, 'lat': 6.15333}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-na-1-banos-1-garajes/10710-M5829732,Entre 10 y 20 años,81,2026-05-22,,,,,,,,,81,81,,
430000000,"{'id': '4444', 'nombre': 'Envigado'}",,TRANSVERSAL INTERMEDIA,Transversal Intermedia,"{'id': '', 'nombre': '1'}","{'lon': -75.56875, 'lat': 6.1674953}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-transversal-intermedia-1-banos-1-garajes/22851-M6650775,Entre 10 y 20 años,36,2026-05-22,,,,,,,,,36,36,,
3000000000,"{'id': '4444', 'nombre': 'Envigado'}",,ENVIGADO,ENVIGADO,"{'id': '', 'nombre': '4'}",687-M4706489,https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-envigado-4-banos/687-M4706489,Más de 20 años,436,2026-05-22,,,,,,,,,436,436,,
1700000000,"{'id': '4444', 'nombre': 'Envigado'}",,NA,Altos De Las Palmas,"{'id': '', 'nombre': '2'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-na-2-banos-1-garajes/19797-M6165337,Entre 5 y 10 años,204,2026-05-22,,,,,,,,,204,204,,
2170000000,"{'id': '4444', 'nombre': 'Envigado'}",102.0,SAN MARCOS,envigado,"{'id': '', 'nombre': '4'}","{'lon': -75.58739, 'lat': 6.1744876}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-san-marcos-4-banos/687-M5984353,Entre 10 y 20 años,250,2026-05-22,,,,,,,,,250,250,,
390000000,"{'id': '4444', 'nombre': 'Envigado'}",,,"{'id': '3', 'nombre': 'Oficina'}","{'id': '', 'nombre': '1'}","{'lon': -75.59865, 'lat': 6.1689935}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-1-banos-1-garajes/687-M6165736,Entre 5 y 10 años,38,2026-05-22,,,,,,,,,38,38,,
750000000,"{'id': '4444', 'nombre': 'Envigado'}",,,ENVIGADO,"{'id': '', 'nombre': '2'}","{'lon': -75.58787, 'lat': 6.1742196}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-2-banos/687-M6067814,Entre 10 y 20 años,230,2026-05-22,,,,,,,,,230,230,,
1600000000,"{'id': '4444', 'nombre': 'Envigado'}",102.0,EL DORADO,ENVIGADO,"{'id': '', 'nombre': '2'}","{'lon': -75.5901, 'lat': 6.164961}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-el-dorado-2-banos/687-M5843970,Entre 10 y 20 años,200,2026-05-22,,,,,,,,,200,200,,
2330000000,"{'id': '4444', 'nombre': 'Envigado'}",,ENVIGADO,ENVIGADO,"{'id': '', 'nombre': '1'}",687-M4684247,https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-envigado-1-banos-2-garajes/687-M4684247,Entre 0 y 5 años,302,2026-05-22,,,,,,,,,302,302,,
4240000000,"{'id': '4444', 'nombre': 'Envigado'}",,ENVIGADO,ENVIGADO,"{'id': '', 'nombre': '1'}",687-M4684213,https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-envigado-1-banos-2-garajes/687-M4684213,Entre 0 y 5 años,385,2026-05-22,,,,,,,,,385,385,,
650000000,"{'id': '4444', 'nombre': 'Envigado'}",,NA,Altos De Las Palmas,"{'id': '', 'nombre': '1'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-na-1-banos-1-garajes/19797-M6165454,Entre 5 y 10 años,67,2026-05-22,,,,,,,,,67,67,,
2895000000,"{'id': '4444', 'nombre': 'Envigado'}",,ENVIGADO,ENVIGADO,"{'id': '', 'nombre': '1'}",687-M4684281,https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-envigado-1-banos-2-garajes/687-M4684281,Entre 0 y 5 años,262,2026-05-22,,,,,,,,,262,262,,
1565000000,"{'id': '4444', 'nombre': 'Envigado'}",,ENVIGADO,ENVIGADO,"{'id': '', 'nombre': '1'}","{'lon': 0, 'lat': 0}",https://www.metrocuadrado.com/inmueble/venta-oficina-envigado-envigado-1-banos-2-garajes/687-M3642715,Entre 0 y 5 años,175,2026-05-22,,,,,,,,,175,175,,
4088730000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,BELLAVISTA,NOGAL,"{'id': '', 'nombre': '5'}","{'lon': -74.052795, 'lat': 4.6587243}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-bellavista-5-banos-4-garajes/11256-M5439290,Entre 5 y 10 años,268.0,2026-05-21,,,,,,,,,268.0,268.0,,
2584000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,CHICO,Chico,"{'id': '', 'nombre': '2'}","{'lon': -74.04351, 'lat': 4.6809464}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-2-banos-4-garajes/4630-M3150817,Entre 5 y 10 años,276.0,2026-05-21,,,,,,,,,276.0,276.0,,
270000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",5.0,SAN DIEGO,PARQUE CENTRAL BAVARIA   Centro Internacional,"{'id': '', 'nombre': '2'}","{'lon': -74.07142, 'lat': 4.6148753}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-san-diego-2-banos/MC6538839,Entre 10 y 20 años,40.0,2026-05-21,,,,,,,,,40.0,40.0,,
480000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,SANTA BIBIANA,Chico Norte,"{'id': '', 'nombre': '1'}","{'lon': -74.047966, 'lat': 4.686478}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-santa-bibiana-1-banos-1-garajes/MC5461101,Entre 10 y 20 años,64.0,2026-05-21,,,,,,,,,64.0,64.0,,
525000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL   Chicó,"{'id': '', 'nombre': '1'}","{'lon': -74.04958, 'lat': 4.6997323}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-santa-barbara-occidental-1-banos-2-garajes/MC5792289,Más de 20 años,64.0,2026-05-21,,,,,,,,,64.0,64.0,,
240000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,LAGO GAITAN,LAGO NOGAL,"{'id': '', 'nombre': '1'}","{'lon': -74.0597, 'lat': 4.6665034}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-lago-gaitan-1-banos-1-garajes/17061-M6685927,Entre 10 y 20 años,28.8,2026-05-21,,,,,,,,,28.8,28.8,,
1600000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,CHICO NORTE,CHICO NORTE,"{'id': '', 'nombre': '2'}","{'lon': -74.05275, 'lat': 4.677347}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-norte-2-banos-3-garajes/171-M6637948,Entre 5 y 10 años,151.08,2026-05-21,,,,,,,,,151.08,151.08,,
1310000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",5.0,LAS NIEVES,LAS NIEVES,"{'id': '', 'nombre': '2'}","{'lon': -74.07021, 'lat': 4.6104965}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-las-nieves-2-banos-2-garajes/21599-M6433055,Más de 20 años,248.0,2026-05-21,,,,,,,,,248.0,248.0,,
450000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,SANTA BARBARA OCCIDENTAL,Santa Barbara,"{'id': '', 'nombre': '1'}","{'lon': -74.044556, 'lat': 4.697235}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-santa-barbara-occidental-1-banos-1-garajes/17565-M5790007,Entre 10 y 20 años,40.0,2026-05-21,,,,,,,,,40.0,40.0,,
2998388120,"{'id': '1', 'nombre': 'Bogotá D.C.'}",2.0,QUINTA CAMACHO,QUINTA CAMACHO,"{'id': '', 'nombre': '3'}","{'lon': -74.056656, 'lat': 4.653094}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-quinta-camacho-3-banos-4-garajes/20621-M6013141,Entre 10 y 20 años,160.2,2026-05-21,,,,,,,,,733.81,733.81,,
1300000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,TEUSAQUILLO,Teusaquillo,"{'id': '', 'nombre': '2'}","{'lon': -74.06818, 'lat': 4.6190343}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-teusaquillo-2-banos-1-garajes/5545-M6308171,Entre 10 y 20 años,170.0,2026-05-21,,,,,,,,,170.0,170.0,,
7094705600,"{'id': '1', 'nombre': 'Bogotá D.C.'}",,CORPORATIVO,Corporativo,"{'id': '', 'nombre': '2'}","{'lon': -74.05235, 'lat': 4.68329}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-corporativo-2-banos-4-garajes/2671-M5803964,Entre 5 y 10 años,518.24,2026-05-21,,,,,,,,,518.24,518.24,,
1200000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",1.0,CHICO NORTE ET II,CHICO SANTA BARBARA,"{'id': '', 'nombre': '2'}","{'lon': -74.047165, 'lat': 4.681236}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-norte-et-ii-2-banos-2-garajes/11052-M6178100,Remodelado,112.0,2026-05-21,,,,,,,,,112.0,112.0,,
1990000000,"{'id': '1', 'nombre': 'Bogotá D.C.'}",2.0,QUINTA CAMACHO,QUINTA CAMACHO,"{'id': '', 'nombre': '5'}","{'lon': -74.06223, 'lat': 4.655216}",https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-quinta-camacho-5-banos-3-garajes/368-M4795792,Entre 10 y 20 años,360.0,2026-05-21,,,,,,,,,360.0,360.0,,
250000000,"{'id': '9', 'nombre': 'Manizales'}",,LA ESTRELLA,La Estrella,,"{'lon': -75.4869, 'lat': 5.05819}",https://www.metrocuadrado.com/inmueble/venta-oficina-manizales-la-estrella/21639-M6316972,Entre 5 y 10 años,62,2026-05-21,,,,,,,,,62,62,,
340000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,LAS VEGAS,Las Vegas,"{'id': '', 'nombre': '1'}","{'lon': -75.5976, 'lat': 6.1670327}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-las-vegas-1-banos-1-garajes/14473-M4888302,Entre 5 y 10 años,36.2,2026-05-23,,,,,,,,,36.2,36.2,,
330000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,MANUEL RESTREPO,Mayorca,"{'id': '', 'nombre': '1'}","{'lon': -75.60958, 'lat': 6.1567984}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-manuel-restrepo-1-banos-1-garajes/17024-M6353596,Entre 0 y 5 años,40.0,2026-05-23,,,,,,,,,40.0,40.0,,
280000000,"{'id': '4483', 'nombre': 'Sabaneta'}",102.0,HOLANDA,Restrepo Naranjo,"{'id': '', 'nombre': '1'}","{'lon': -75.61895, 'lat': 6.1501803}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-holanda-1-banos-1-garajes/22283-M6554852,Entre 5 y 10 años,36.0,2026-05-23,,,,,,,,,36.0,36.0,,
330000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,MANUEL RESTREPO,Manuel Restrepo,"{'id': '', 'nombre': '1'}","{'lon': -75.60961, 'lat': 6.1569643}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-manuel-restrepo-1-banos-1-garajes/4673-M6110841,Más de 20 años,40.7,2026-05-23,,,,,,,,,40.7,40.7,,
400000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,SABANETA,Sabaneta,"{'id': '', 'nombre': '2'}","{'lon': -75.62664, 'lat': 6.14932}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-sabaneta-2-banos-2-garajes/22723-M6642321,Más de 20 años,76.0,2026-05-23,,,,,,,,,76.0,76.0,,
4080000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,URBANIZACION GORRION,Aves Maria,"{'id': '', 'nombre': '4'}","{'lon': -75.61724, 'lat': 6.148975}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-urbanizacion-gorrion-4-banos-4-garajes/10583-M5575095,Entre 10 y 20 años,480.0,2026-05-23,,,,,,,,,480.0,480.0,,
535000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,MAYORCA,Mayorca,"{'id': '', 'nombre': '0'}","{'lon': -75.6051, 'lat': 6.161696}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-mayorca/4673-M5621432,Entre 10 y 20 años,25.65,2026-05-23,,,,,,,,,25.65,25.65,,
320000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,MAYORCA,Mayorca,"{'id': '', 'nombre': '1'}","{'lon': -75.60465, 'lat': 6.16048}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-mayorca-1-banos-1-garajes/5136-M6457522,Entre 10 y 20 años,37.0,2026-05-23,,,,,,,,,37.0,37.0,,
1450000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,MAYORCA,Mayorca,"{'id': '', 'nombre': '0'}","{'lon': -75.61542, 'lat': 6.156757}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-mayorca/4673-M6564055,Entre 10 y 20 años,98.54,2026-05-23,,,,,,,,,98.54,98.54,,
320000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,LA FLORIDA,Restrepo Naranjo,"{'id': '', 'nombre': '1'}","{'lon': -75.60671, 'lat': 6.15498}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-la-florida-1-banos-1-garajes/17017-M5339177,Entre 5 y 10 años,39.0,2026-05-23,,,,,,,,,39.0,39.0,,
300000000,"{'id': '4483', 'nombre': 'Sabaneta'}",102.0,RESTREPO NARANJO,sabaneta,"{'id': '', 'nombre': '1'}","{'lon': -75.61055, 'lat': 6.1544795}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-restrepo-naranjo-1-banos-1-garajes/687-M5978874,Entre 5 y 10 años,33.0,2026-05-23,,,,,,,,,33.0,33.0,,
370000000,"{'id': '4483', 'nombre': 'Sabaneta'}",102.0,RESTREPO NARANJO,SABANETA,"{'id': '', 'nombre': '1'}","{'lon': -75.6106, 'lat': 6.154689}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-restrepo-naranjo-1-banos-1-garajes/687-M6035663,Entre 5 y 10 años,36.0,2026-05-23,,,,,,,,,36.0,36.0,,
300000000,"{'id': '4483', 'nombre': 'Sabaneta'}",102.0,RESTREPO NARANJO,Sabaneta,"{'id': '', 'nombre': '1'}","{'lon': -75.61055, 'lat': 6.1544795}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-restrepo-naranjo-1-banos-1-garajes/687-M6407068,Entre 5 y 10 años,35.0,2026-05-23,,,,,,,,,35.0,35.0,,
270000000,"{'id': '4483', 'nombre': 'Sabaneta'}",,RESTREPO NARANJO,Restrepo Naranjo,"{'id': '', 'nombre': '0'}","{'lon': -75.61537, 'lat': 6.1515346}",https://www.metrocuadrado.com/inmueble/venta-oficina-sabaneta-restrepo-naranjo-2-garajes/18714-M6643009,Entre 5 y 10 años,38.0,2026-05-23,,,,,,,,,38.0,38.0,,
